Id;Text
409;The player jumped for  joy when he scored the winning goal.
410;"Here comes that  trouble-making guy. Batten down the hatches!  &nbsp;"
411;The company took a  calculated risk when they hired Sean  straight out of college.
412;I decided to throw  caution to the wind and invest in my best  friend's new company
413;"I almost hit the child  who ran out in front of my car.&nbsp; It was a  close shave"
414;OK. The dog has gone  inside. The coast is clear.
415;There's Mary screaming  again! Does she really have a problem or is  she just crying wolf again?
416;Going mountain-climbing  alone is dicing with death.
417;The politician put  himself in a dicey situation by getting  involved with an intern.
418;His journey across the  mountains was fraught with danger.
419;A slate fell off the  roof and missed the child by a hair's  breadth.
420;He could get a job with  a big company but he enjoys being a big fish  in a small pond.
421;The boy had always  behaved badly, but the new headmaster  managed to bring him to heel.
422;The immigrants we  bulldozed into accepting the work.
423;I'm glad she's on our  side - her opinion carries a lot of weight.
424;"The business wasn't  successful.&nbsp; There were too many chiefs and  not enough Indians."
425;The matter is the  subject of much discussion in the corridors  of power at the present time.
426;Every so often I'll  crack the whip to make sure we meet the  deadline.
427;He is the company's  major shareholder so the management has to  dance to his tune.
428;"That's it!&nbsp; We're going  to draw a line in the sand and make this our  final proposal."
429;The interviewer forced  Brad's hand and made him reveal his  relocation plans.
430;He wouldn't have  succeeded without help from friends in high  places.
431;"They are in no position  to refuse; we've got them by the short  hairs!"
432;He ran the juvenile  delinquent centre with a heavy hand.
433;"I really am in bad  shape.&nbsp; I must do more exercise."
434;My grandmother had a bad  'flu but she's back on her feet again.
435;Eva decided she'd have  to get back into shape before looking for a  job.
436;When he came home from  the war he was a bag of bones.
437;He may be getting old  but he's still full of beans.
438;When Tony saw the  needle, he blacked out.
439;Without his glasses, the  old man is as blind as a bat.
440;"You should sit down.&nbsp;  You look a bit blue around the gills."
441;I'm going to see my  grandmother. She's feeling a bit blue at the  moment.
442;He will inherit when his  grandfather kicks the bucket.
443;"I don't know how you can  eat that spicy food.&nbsp; You must have a  cast-iron stomach."
444;All candidates for the  position must produce a clean bill of  health.
445;What's the matter with  Tom? He looks a bit off colour today.
446;At the end of the winter  they found the old man as dead as a  doornail.
447;"My boss told me to go  home.&nbsp; He said I looked like death warmed  up."
448;"He says he'll never  retire.&nbsp; He'd rather die with his boots on!"
449;I've been shopping all  day. My dogs are barking!
450;The matter was discussed  behind closed doors.
451;"It was difficult for me  not to react; I had to bite my tongue."
452;Charlie was sorry he  hadn't covered his tracks better when his  wife discovered he had been unfaithful.
453;"I can't say I know my  neighbour.&nbsp; He's a bit of a dark horse."
454;The personnel was kept  in the dark about the merger until the last  minute.
455;"Sophie will never repeat  what you tell her.&nbsp; She's as dumb as an  oyster."
456;I'd like to be a fly on  the wall when the management discusses my  project.
457;He hoped nobody in the  hotel would recognize him, but an employee  gave the game away.
458;Harry was of a  different opinion but he decided to hold his  tongue.
459;The inventor is a  discreet man who keeps a low profile.
460;My boss has promised me  a promotion, but it's not official yet, so  keep it under your hat.
461;The plan was kept under  wraps until the contract as officially  signed
462;"When the child told her  grandmother about the plans for her  birthday, she let the cat out of the bag.&nbsp;  It was supposed to be a secret!"
463;Wearing his uniform, my  grandfather cut a dash on his wedding day.
464;Paul decked out his car  for the occasion.
465;She arrived at the  reception dressed to kill.
466;Caroline must be going  to a party - she's dressed up to the nines.
467;The down-at-heel student I  first met became a successful writer.
468;Not only was he rude but  he had a face like a bulldog chewing a wasp!
469;The poor guy has a face  only a mother could love.
470;You'll recognize him -  he's tall and thin, with a face that would  stop a clock!
471;Angela is always  impeccably dressed - never a hair out of  place!
472;She looks a sight in  that dress!
473;With a tan and a new  hairstyle she looked a million dollars!
474;The young bride looked (as) pretty as a picture  in her beautiful dress.
475;After trekking in the  Himalayas, he was all skin and bone.
476;Dad's gone a bit thin on  the top in the last few years
477;Have you seen the new  neighbour's dog? It's as ugly as sin!
478;High shelves are  difficult for vertically challenged  shoppers.
479;The boss keeps blowing  hot and cold about the marketing campaign -  one day he finds it excellent, the next day  he wants to make changes.
480;Don't chop and change  all the time - just make up your mind!
481;He refused to say who  attacked him until his father made him cough  up the names.
482;I wanted to enter the  competition but at the last minute I got  cold feet.
483;The candidates have such  similar ideas that many electors are still  on the fence.
484;I've half a mind to  start up my own business but first I need  some advice.
485;Bobby hemmed and hawed  when his parents asked him where had spent  the night.
486;The jury is still out as  concerns the location of the new station.
487;No solution was proposed  during the meeting so the question was left  hanging in the air.
488;She was ideal for the  job, but I had to prod her into applying for  the position.
489;The politician put out  feelers to test public reaction to his  proposals.
490;The construction of a  new hospital has been voted, but the exact  location remains to be seen.
491;"The job offered is less  interesting but better paid.&nbsp; I'm in a  quandary about what to do."
492;"Come on!&nbsp; Don't  shilly-shally - just make up your mind!"
493;"I suggest you sleep on  it.&nbsp; You can give me your decision&nbsp;  tomorrow."
494;After months of toing  and froing, a compromise was reached between  the two parties.
495;I'm in two minds about  whether or not to accept the offer.
496;"I can't give you a  definite answer yet;&nbsp; the project is still  up in the air."
497;You can usually save  money by shopping around.
498;If you go to London with  Ashley, you'll shop till you drop, so take  comfortable shoes
499;Liza is planning to go  on a shopping spree as soon as she gets her  bonus.
500;A little shopping  therapy can usually cheer up bored  teenagers.
501;"I haven't been paid  yet,&nbsp; so I can only go window shopping."
502;"That barefaced liar  stole my watch and said he'd found it!&nbsp;"
503;"Ok, I bent the truth a  bit.&nbsp; I told him it was my natural colour,  but I didn't say that my hairdresser helped  me to keep it natural!"
504;Although he found it  hard to believe Tom's explanation, the  teacher decided to give him the benefit of  the doubt.
505;Be careful of what you  buy on the black market - it's not always  good quality.
506;"The car I bought was a  real lemon.&nbsp; It broke down two weeks later."
507;There was a rumour that the  Mayor was in cahoots with a chain of  supermarkets.
508;"The police arrived as  the burglar was leaving the house.&nbsp; He was  caught red-handed."
509;The actor discovered  after a while that his agent was cooking the  books.
510;He can't be trusted -  he's as crooked as a dog's hind leg.
511;$10 for an orange juice?  That's daylight robbery!
512;The politician was  accused of being economical with the truth.
513;"When the firemen arrived  too late at the scene, the night watchman  was accused of being asleep at the wheel.&nbsp;"
514;My dad often has a cat  nap on a Sunday afternoon.
515;Dad likes to have forty  winks after a game of golf.
516;"Great!&nbsp; Tomorrow I'm not  on duty so I can lie in!"
517;As soon as his head  touched the pillow, he was out like a light.
518;"I've been shopping all  day with Judy.&nbsp; I'm ready to drop!"
519;After a day at the  beach, I usually sleep like a log.
520;It was so noisy in the  hotel, I didn't get a wink of sleep.
521;I've mislaid the book  but I'm not going to lose any sleep over it.
522;He works alone but his  business is partly financed by a sleeping  partner.
523;Our new product is an  ace up our sleeve.
524;Given the high  unemployment rates today, employers hold all  the aces.
525;Peterson and Scott are  well-known ambulance chasers - that's how  they make their money!
526;We get two days off at  Christmas and then it's back to the salt  mines!
527;"This store is famous for  its bait and switch tactics.&nbsp;"
528;It's usually safe to  invest in a blue chip company.
529;The situation was so  serious that after a few polite exchanges  they quickly got down to brass tacks.
530;"If you want the job done  well, you should accept to pay more.&nbsp; He's  not going to break his back for such a low  price!"
531;Click businesses are  usually more flexible than brick-and-mortar  operations.
532;"That guy is such an  armchair critic - no experience but plenty  of advice.&nbsp;"
533;"A  surprising number of adventure books are  bought by armchair travellers.&nbsp;"
534;"Jenny will turn into a  basket case if this stressful situation  continues.&nbsp;"
535;"Come on Mike!&nbsp; Don't be  such a wet blanket. You're spoiling the  party!"
536;You'll never get that  program to work on your father's old  computer - you can't put new wine into old  bottles.
537;Max has failed the exam   for the third time! <br/>He's obviously not the brightest bulb in the box!
538;The management is going  to roll out the red carpet for the visit of  the Nobel prize winner.
539;Claire knew she would  never break the glass ceiling and rise to a  senior management position
540;"I'm going to clock out  early today.&nbsp; I've got a dental appointment"
541;Don't be such a couch  potato. There are better ways of spending  your time than in front of the TV.
542;I've got great friends.  They're ready to help out at the drop of a  hat.
543;The three houses were  demolished at one fell swoop.
544;Ross was determined to  be the first to arrive. He managed to beat  the others to the draw.
545;"You can never tell when  he's serious.&nbsp; He's capable of changing his  mind before the ink is dry!"
546;The doorbell rang, and  before we knew it a surprise birthday party  was under way!
547;Eager to win the race,  the competitors came fast and furious around  the bend.
548;The salesman was a fast  talker who persuaded the old lady to buy a  new washing machine.
549;You'd better get a move  on or you'll miss the bus!
550;I saw Tom going hell for  leather towards the station.
551;The pickpocket  disappeared in the blink of an eye.
552;The number of  subscribers to the newsletter has grown in  leaps and bounds.
553;The ambassador's recent  declarations indicate an about turn in  foreign policy.
554;"The hotel was  substandard, but it was a case of any port  in a storm; <br/>all the others were full.&nbsp;"
555;When the new product  didn't take off, the management was caught  between the devil and the deep blue sea :  develop a new marketing campaign or drop the  product.
556;Take the high-speed  train, or fly and take a taxi? It's as broad  as it's long.
557;Top university graduates  are often cherry-picked by large companies.
558;Alison really enjoys  gardening, whereas Julie finds it a chore.
559;Different  strokes for different folks!
560;Our hosts presented us  with an embarrassment of riches. There was  so much food that we didn't know where to  start!
561;He used his savings to  buy a motorbike and then presented his  parents with a fait accompli.
562;The company hedged its  bets by developing a second line of  products.
563;"I'm on the horns of a  dilemma; I have to choose between a boring  job with a good salary or a more interesting  job with a lower salary"
564;"My grandmother  beats her brains out every evening trying to  do the crossword puzzle in the newspaper. &nbsp;"
565;It beats me how he can  live in that horrible apartment!
566;It's beyond me why Mary  wants to marry John.
567;When you ask Tim for a  simple explanation, he blinds you with  science.
568;"Stop inventing silly  excuses.&nbsp; I wasn't born yesterday you know!"
569;The police have arrested  a man believed to be the brains behind the  bank robbery.
570;"Amy's message was so  confusing.&nbsp; I couldn't make head or tail of  it!"
571;"Now here's this week's  quiz;&nbsp; it's time to put your thinking caps  on!"
572;When he tried to explain  the rules of the game to me, it was like  Chinese arithmetic!
573;My wife's grandmother's  maiden name? I don't have a clue!
574;Anne stopped to collect  her thoughts before calling back the  customer.
575;After the initial shock,  the patient began to come to grips with his  disability.
576;She finally came to her  senses and realized that public transport  was faster than driving in the city.
577;"We gave the manager a  list of complaints, so the ball is in his  court now.&nbsp;"
578;"Let's start the ball  rolling by calling on our first speaker.&nbsp;"
579;"He didn't get the prize  he expected, but never mind - that's the way  the ball bounces.&nbsp;"
580;"Email and text messaging  have made communication a whole new ball  game.&nbsp;"
581;"The lunch invitation was  clearly&nbsp; a fishing expedition to obtain  information about his private life."
582;"At this stage of the  game I think any further intervention would  be unwise.&nbsp; Let's wait and see how things  develop."
583;Another bill? I'll have  to tighten my belt this month!
584;You've got to have some  work experience under your belt before you  can hope to get a permanent job.
585;Tom is really getting  too bit for his boots since he got a  promotion - he hardly says hello any more!
586;Dad says he's going to  hang up his boots at the end of the year.
587;Sam is licking the  manager's boots in the hope of obtaining a  pay rise.
588;I was served a steak as  tough as old boots.
589;"He fled to South America  hoping to escape the arm of the law.&nbsp;"
590;"There are a certain  number of bandit territories in the world  where travellers are advised not to go.&nbsp;"
591;If you hang around with  that gang, you'll find yourself behind bars  in<br/> no time!
592;The court established,  beyond any reasonable doubt, that the man  was innocent
593;"It's an obligation.&nbsp;  It's in black and white in your contract."
594;The two men were found  guilty of breaking and entering.
595;Had a brush with the law  for speeding a few years ago, but he has had  a clean record ever since.
596;The burden of proof lies  with the claimant.
597;"Not even the most  talented athlete is guaranteed a long  career.&nbsp; The latest skiing accident is a  case in point."
598;Maria's parents said she  could go to the party if she aced her  English test.
599;He entered the contest  hoping that he wouldn't end up as an  'also-ran'.
600;When the plans were  refused, it was 'back to square one' for the  architect.
601;An hour before the  polling stations closed, victory seemed in  the bag for the Conservative candidate.
602;"After years of hard  work, his research finally began to bear  fruit. &nbsp;"
603;The suspect's  'revelations' lead the police up a blind  alley.
604;The TV series was a  blockbuster.
605;The trip was difficult  to organize, but it blew up in his face when  the airline company went on strike.
606;When heavy rain was  announced, the bottom fell out of their  plans for a beach party.
607;If he sings like that on  Saturday, he'll bring the house down.
608;"He recorded an album but  sold very few copies; the cake wasn't worth  the candle."
609;After the second round,  it looked as though Watson had had his  chips.
610;Much of his money is  invested in black gold.
611;Joe was the black sheep  of the family, always getting into trouble
612;The passenger was beaten  black and blue by a gang of thugs.
613;I explained the  situation until I was blue in the face but  she wouldn't change her mind.
614;He's the director's  blue-eyed boy!
615;Bill has very little  contact with his brother. They see each  other once in a blue moon.
616;I had nearly given up  hope when out of the blue I was offered a  job.
617;The crowd started  screaming blue murder when the football  match was interrupted.
618;Eve borrows money to buy  expensive designer clothes - champagne  taste on a beer budget!
619;The refugees are living  cheek by jowl in a temporary camp.
620;He continued to keep up  appearances even when business was bad.
621;"First the Browns moved  their children to an expensive school.&nbsp; Now  the Smiths have done the same.&nbsp; It's silly  how some people feel they have to keep up  with the Joneses!"
622;My grandparents earned  barely enough money to keep the wolf from  the door.
623;The cost of living was  so much higher in New York that he was soon  living beyond his means.
624;"Most families in that  area live from&nbsp; hand to mouth."
625;Now he's wealthy and  living high off the hog.
626;I dream of making an  enormous amount of money and living in  clover for the rest of my life!
627;You're completely out of  touch - it's time to come out of your ivory  tower and see what's going on!
628;Due to the recent  crisis, there are more people on the  breadline than ever before.
629;Extreme sportsmen or gamblers  are examples of people who live on the edge.
630;Sarah's job involves so  much travelling that she lives out of a  suitcase.
631;The chairman's  resignation came as a bolt from the blue.
632;I had nearly given up  hope when out of the blue I was offered a  job
633;The security guard moved  so silently that the thief was caught  unawares.
634;The growing credibility  gap may lead to a serious loss of votes in  the next elections.
635;He did a double take  when he saw his wife in a restaurant with  another man.
636;The chairman dropped a  bombshell when he announced the merger with  the company's biggest rival.
637;"The child's eyes were on  stalks as he watched&nbsp; the magician's  performance."
638;When the prize was  announced, the winner's jaw dropped.
639;Jane nearly jumped out  of her skin when the horse put its head  through the kitchen window!
640;The magnitude of the  project will knock the socks off everyone in  the office.
641;When I heard the name of  the winner, you could have knocked me down  with a feather!
642;I was watering the  flowers when, lo and behold, there was the  watch I'd lost!
643;His sudden departure was  a nine-day wonder but he was soon  forgotten.
644;When the boss arrived in  jeans, there were a lot of raised eyebrows
645;Joe stood rooted to the  spot as the plane landed on the water.
646;Mark says bananas grow  in his garden, but seeing is believing!
647;When Steve saw the  snake, he stopped dead in his tracks.
648;The accused was struck  dumb when the verdict was announced
649;His angry reaction took  me unawares.
650;She fell in love with a  guy who's short, fat, bald and poor ...  there's no accounting for taste!
651;"The price of petrol has  dropped!&nbsp; Wonders will never cease!"
652;"""What do you think of  Bob's attitude?""&nbsp; ""Words fail me!"""
653;I always drop her a line  to wish her a Merry Christmas
654;"I'd like to contact the  owner.&nbsp; Do you know where I can get hold of  him?"
655;I'll call you after the  meeting and give you the low-down.
656;"""How did you hear that?""  ""Oh, through the grapevine as usual!"""
657;The hospital was  embarrassed when the patient hit the airways  with his side of the story.
658;"I just got it hot off  the press; another bank has gone bankrupt."
659;I've been out of touch  with Jenny since we left college.
660;"Some changes were made during your absence.&nbsp;  Let me put you in the picture."
661;As soon as the  nomination was announced, the news spread  like wildfire.
662;I don't trust Jack. I  think he's a stool pigeon for the  management.
663;On the stump for months,  the candidates attended meeting after  meeting.
664;I'll try to touch base  with you next week in London.
665;No announcement was  necessary - the news had already spread by  word of mouth.
666;"She's not making much  effort to find work.&nbsp; Does she think a job  is going to fall into her lap?"
667;"The boss is thinking of  me for the job?&nbsp; Fat chance!"
668;Only those who share the  work can share the benefits - nobody gets a  free ride!
669;He was eliminated in the  semi-finals, but he'll get a second bite at  the cherry next year.
670;I went into the  supermarket on the off chance that I would  find a map.
671;"""Who do you think will  win?"" ""It's anyone's call."""
672;When organic food became  popular, certain stores were quick to jump  on the bandwagon and promote it.
673;"The samples distributed  varied in size and value; it was the luck of  the draw."
674;We were so hungry we  decided to take pot luck and stopped at the  first restaurant we saw.
675;"I became an interpreter  more by accident than design; nobody else  could speak the language of the refugees."
676;We've tried to prepare  for every possible incident, but remember  Murphy's law ...!
677;The cat keeps its eye on  the bird, carefully playing a waiting game.
678;Bob persuaded her to go  by car, against her better judgement, and  she regretted it as soon as she saw the  heavy traffic.
679;By no stretch of the  imagination could he be called handsome.
680;Anyone who thinks these  measures are going to solve the crisis is  living in cloud-cuckoo-land!
681;Other people saw the  car, so it's not a figment of my  imagination!
682;"He often has good ideas&nbsp;  but his latest proposal is just a flight of  fancy!"
683;We'll never make any progress if you have nothing but harebrained ideas  to offer!
684;"Don't be silly.&nbsp; Nobody  is trying to harm you.&nbsp; It's all in your  head!"
685;Sally has often toyed  with the idea of moving abroad, but she's  still here!
686;Harry had a light-bulb  moment when he finally realized what was  blocking the mechanism.
687;Now where was I? I'm  afraid I've lost my train of thought.
688;It has just crossed my  mind that the shops are closed today.
689;He know he could not be  cured, but he managed to live until the baby  was born - a case of mind over matter.
690;Without his  glasses, the old man is as blind as a bat.
691;The bride's mother  stayed as cool as a cucumber all through the  ceremony.
692;The floppy disk is an  invention that is now (as) dead as a dodo.
693;They've started fighting  again, so the peace agreement is now as dead  as a doornail.
694;"I'm surprised they get  on so well.&nbsp; They're as different as chalk  and cheese."
695;The ground was as dry as  dust. / His speech was as dry as dust.
696;"The film was as dull as  ditchwater.&nbsp; I nearly fell asleep."
697;"""How did the English  test go?""&nbsp;""No problem,&nbsp; it was (as) easy as  pie!"""
698;"It's no use trying to  explain the problem to her - she's away with  the fairies!&nbsp;"
699;He comes up with the  craziest ideas - he must have bats in the  belfry!
700;You're going to ask for  a 100% increase in salary? Have you gone out  of your mind?
701;Forget about Andy today  - the lights are on but no one is home!
702;The old man is acting  very strangely. He seems to have lost his  marbles.
703;"Our new neighbour wears  a hat and coat even in summer; he's not all  there"
704;"Julie wasn't in her  right mind the day she bought that outfit.&nbsp;  It doesn't suit her at all!"
705;Old Mrs.Whitehead was  not playing with a full deck when she bought  that fancy lawnmower!
706;"I think the old lady has  gone nuts!&nbsp; It's very hot today and she's  wearing a fur coat!"
707;"You're going to give all  your money away?&nbsp; You're off your rocker!"
708;"She keeps repeating the  same question.&nbsp; I think she's got rats in  the attic."
709;She wears a fur coat in  the summer - she must have a screw loose!
710;You're stark raving mad  to go sailing in this weather.
711;After several days in  quarantine, people were going stir-crazy.
712;You're going skiing in  this blizzard? Have you taken leave of your  senses?
713;They are working against  the clock to have the presentation ready for  Monday.
714;Some people think the world is on the cusp of a new era.
715;I had been looking for  my keys for some time before I realized they  had been in my pocket all along.
716;Do you know what time it  is? You promised you'd come early to help me  - but better late than never I suppose!
717;By degrees their  business relationship grew into friendship.
718;You're counting just an  hour between the airport and the train  station - <br/>isn't that cutting things a  bit fine?
719;They offered me an  internship when I had already found a job -  a day late and a dollar short!
720;"He knows the town inside  out.&nbsp; He's been living here for donkey's&nbsp;  years."
721;There's nothing as  exciting as watching a game that goes down  to the wire.
722;I won't have the  apartment until next month. In the interim  I'm staying at a local hotel.
723;Learning Chinese is  going to be difficult, but it'll be worth it  in the long run because it will help me to  get a better job.
724;He will have to answer  for his dishonesty.
725;"OK. Fewer people may  come because of the bad weather, but be that  as it may, it's too late to cancel the  show.&nbsp;"
726;Some people will lose  their jobs after the merger, but you can't  make an omelette without breaking eggs.
727;Social networks have  changed the face of modern communication.
728;"As tenants the couple  were noisy and disorderly.&nbsp; Now they can't  find a place to rent.&nbsp; The chickens have  come home to roost!"
729;If that boy doesn't  change his ways, he'll come to a bad end.
730;A successful actor has  to expect intensive media coverage - that  comes with the territory!
731;Come what may, I'm going  to tell my mother-in-law what I think of  her!
732;Any pupils found  bullying the newcomers will soon get their  comeuppance.
733;Banning cars in the town  centre can cut both ways : less traffic  congestion but fewer customers in the shops.
734;Be careful. There'll be  the devil to pay if you break anything!
735;When Jack discovered  that Bob had cheated, he was determined to  even the score.
736;"He was caught stealing.&nbsp;  Now he has to face the music."
737;The Finance Minister  fell from grace as a result of a sex  scandal.
738;You must bear in mind  that the cost of living is higher in New  York.
739;Oh, I forgot to buy the  bread - I've got a brain like a sieve these  days!
740;"I keep telling him&nbsp;  about the risks but it goes in one ear and  out the other.&nbsp; He never listens!"
741;You don't remember who  was with us that day? Here's a photograph to  jog your memory.
742;You're Stella's  daughter, if my memory serves me well.
743;Every Christmas is a  trip down memory for the family when our  parents take out the photograph albums.
744;I can see the village in  my mind's eye but I can't remember the name.
745;My grandfather's  business went bankrupt years go, but he  still rakes over the ashes from time to  time.
746;Let me refresh your  memory - you've already missed three  classes this term.
747;John Bentley? The name  rings a bell but I don't remember him.
748;I found the phone in the  cupboard. I must have had a senior moment!
749;Oh dear! It slipped my  mind that the shops were closed today!
750;When the factory closed  down, the workers all found themselves in  the same boat.
751;I managed to get my  order through before the end of the special  offer - but I nearly missed the boat!
752;After the recent riots,  it was decided not to rock the boat by  introducing strict measures.
753;He decided to paddle his  own canoe and set up his own business.
754;Building a school before  knowing the age of the population is putting  the cart before the horse.
755;"Be prepared for tough  negotiations with Dan. He drives a hard&nbsp;  bargain."
756;He travelled the  highways and byways looking for traces of  his ancestors.
757;You don't have much  choice when someone says 'it's my way or the  highway'.
758;"It's getting late and  we've got a long way to go.&nbsp; Let's hit the  road."
759;Don't give up - we're on  the home stretch now.
760;"Andrew's got itchy feet  again.&nbsp; He says he's going to teach in China  for a few years."
761;Bob doesn't think much of his  new colleague. He calls him an 'abbreviated  piece of nothing'.
762;He's an impressive  player to watch, but he's all brawn and no  brain.
763;Because of the electoral  promises he made, which so far he has failed  to keep, many people call the new president  'all sizzle and no steak'.
764;"She's exhausted tying to  be a good wife,&nbsp; a good mother and a good  teacher,&nbsp; but she can't be all things to all  people."
765;"I don't want my son to  be friends with Bobby Smith.&nbsp; Bobby's a bad  egg."
766;"Jane doesn't have a  mobile phone.&nbsp; She's completely behind the  times."
767;Tom's father is a big  cheese in the oil industry.
768;"She never has to worry  about money; she was born with a silver  spoon in her mouth."
769;When I voted for him I  was convinced he would win, but I backed the  wrong horse!
770;Danny tried to assemble  the new desk, but he made a botch of it.
771;After predicting  disastrous results, he had to eat his words  when he saw the success of the new product.
772;Apparently he lost his  job because of a Himalayan blunder.
773;He overshot the mark by  about 20%
774;He talked to a  counsellor who tried to make him see the  error of his ways
775;When Jill failed the  exam, she had to swallow her pride and  repeat the course.
776;He said I'd never get  the job, but he had to swallow his words  when I was appointed.
777;Some of the best cooks  learn by trial and error.
778;"The price offered was  wide of the mark; it was sold for ten times  more!"
779;If I catch you stealing  again I'll beat the daylights out of you!
780;The debate was so  intense that the participants almost came to  blows.
781;They fight like cat and  dog but they're still together after 30  years.
782;The Transport Minister  fought tooth and nail to have the proposed  road safety law accepted.
783;"After the terrible  accident, his recovery was an uphill battle  all the way.&nbsp;"
784;It started as a serious  debate but turned into a free-for-all.
785;"The two candidates are  out of their seats.&nbsp; The gloves are off!"
786;He was so angry when he  read the article about his family that he  wanted the journalist's head on a platter.
787;A number of accidents  today are a direct result of road rage.
788;As soon as the explosion  was heard, people ran to take cover.
789;"""He kicked me, so I  kicked him - it was tit for tat!"" said the  boy."
790;He arrived in a car that  looked as if it had been in the wars.
791;The insurance company  refused to pay for the damage because it was  caused by an act of God.
792;He arrived in a car that  looked as though it had been through the  wars.
793;I'm afraid we can't  recover the pictures - your camera is beyond  recall.
794;With the latest scandal,  his reputation is now beyond redemption.
795;The novel is a  bodice-ripper set in the French revolution.
796;In a few broad strokes  he summed up the situation.
797;"My dad doesn't play golf  any more.&nbsp; His clubs are collecting dust  now."
798;"Don't throw away those  old shelves; they may come in handy one day."
799;He signed a  copper-bottomed agreement with a distributor.
800;I need my creature  comforts. I don't know how I'd survive  without air-conditioning in this climate!
801;The articles in this  magazine are a cut above the others.
802;When the new manager  arrived, he didn't find the situation as cut  and dried as he had expected.
803;"I don't need the exact  amount.&nbsp; Just give me a back-of-the-envelope  calculation."
804;"Jack is very punctual.&nbsp;  You can bet your bottom dollar he'll be here  at 9 o'clock on the dot."
805;"Another bill?&nbsp; I'll have  to tighten my belt this month!"
806;Due to the recent  crisis, there are more people on the  breadline than<br/> ever before.
807;Jack got his fingers  burnt playing on the stock market.
808;His latest invention  turned out to be a real cash cow.
809;Andy cashed in his chips  as soon as business started to slow down.
810;I got a job during the  holidays but the pay was chicken feed.
811;The house is lovely and  spacious, but the other side of the coin is  that it is far from shops and schools.
812;The house cost us an arm  and a leg, but we have no regrets.
813;She wears designer  clothes that must cost the earth!
814;"The project is heading  for failure.&nbsp; Let's cut our losses before  it's too late."
815;They are happily married  and for the moment there appear to be no  clouds on the horizon.
816;As soon as the race  started, the heavens opened and the runners  were soaked.
817;His parents were  hardworking people who encouraged their  children to reach for the moon.
818;He goes to the gym club  every day, come rain or shine.
819;First he forgot his  briefcase, then he lost his wallet, and when  he reached the car park, his car had been  stolen - it never rains but it pours!
820;Do you mind if I take a  rain check on that lunch invitation? I'm  going to be away all week.
